You go over to your friend's house and they are using a website that you don't have permission to use. What should you do?,Tell your friend you are not allowed to use that website and find another one to use,Since your friend is on the website and you're not it's ok to look at it,Run away from your friend's house,You don't ever have to listen to your parents
Is everything said on the internet true?,No,Yes,No one lies on the internet!,
Is everything seen online real?,No,Probably,Yes,"No, but it's really obvious when a website is dangerous"
Which of the following is NOT a safe website to visit?,FreeStuffOnline.net,Youtube.com,Facebook.com,Google.com
Is it okay to say mean stuff to someone on the internet?,No,Yes because it's not said to someone's face,Yes because they don't know it's you who said it,Only if they are mean first
"If your parents set a time limit on how long you can go online, you should:",Only go online for that specific time limit,Go online way longer than they allow if you won't get caught,The internet is too cool for a time limit!,
You have a social media account and want to post a picture for your friend's birthday. What should you do?,Ask your friend if it's ok to post a picture of them,Post an embarrassing picture of your friend,Post a picture of your friend but don't tell them,
What type of information should you NOT post online?,Your address,Your favorite color,Your artwork,Your shoes
"If someone you know posts something mean online, what should you do?",Tell a trusted adult,Like their post,Post something mean about them,
Is everyone online trustworthy?,No!,"Yes, of course!","You can't lie on the internet, so yes",
"If you're a 10 year old and a stranger messages you saying they are also 10 years old, can you trust them?",No! They could be lying about their age,Yes. Since you're also 10 years old they must be telling the truth,"Yes, why would they lie?",
"When making a password, you should:",Think of something easy to remember but hard for others to guess,Use your name as part of the password,Use this password: 12345678,Use the same password for everything
Which is okay to give out over the Internet?,My best joke,My school name,My last name,My address
Why should you NOT post personal information online?,Personal information can be used to bully or threaten you,People will ignore what you post,People don't care about your personal information,Only famous people can get bullied online
Which of the following is TRUE about talking to other people on the internet?,It can be difficult to understand if someone is trying to be funny,"If you chat with someone, your conversation is private",Nobody can find out what your real name is,Post as many pictures of your cat as possible on social media
What should you do if someone you do not know wants to chat online?,Be cautious and do not give them any personal information,Send them a text message,E-mail them a picture of yourself,Tell them to chat with your friend
Which of the following information can you put on your social media profile?,None of the above,Your home address,Your phone number,Your email address
You are online and a website says you won an iPhone! What should you do?,Tell a trusted adult,Do what the website says so you can get an iPhone,See if you can get a second one for your friend,Look for other websites giving out free stuff
What is the BEST way to prove you have been a victim of cyberbullying?,Saving pictures of conversations where you have been cyberbullied and telling a trusted adult,Asking to meet the bully in person to talk about the problem,Telling a good friend about what has been happening,Replying to cyberbully's messages
"When a photo is shared on the internet, who might be able to see it?",Anyone,"Just me, it is automatically private",Only the people I choose,Nobody
Someone has shared a photo of you that you do not want to be shared. What do you do?,Tell an adult and explain the situation,"Nothing, they can do what they want",Post a photo of them they do not want to be shared to be fair,Threaten them online
You meet someone your age in a chatroom. What information is OK to give them?,Nothing,Where you live,Anything they want to know,Your real name
"You read something online, but you are not sure if it is true or not. What should you do?",Do more research to see if other websites say the same thing,Believe it,Ask a friend,Change it to what you think is right
How is a computer virus like the flu?,A computer virus can spread to different computers,A computer virus can give you a sore throat,A computer virus can be cured with computer medicine,A computer virus only attacks sick computers
"While online, you get a message from YouTube asking for your password. They say they need it to fix your account. What do you do?",Do not respond,Give them your password so you can get your account fixed,Get to know them before you give your password,Delete your account
Which of the following is an acceptable way to make more friends online?,Do not give out personal information and stop talking to someone if they make you feel uncomfortable,Post your address and ask if anyone lives near you,Give out your phone number and ask people to call you if they want to be friends,Post online that you want to meet new friends in person
What should you do before downloading something from the internet?,Ask an adult to make sure it is not a virus,Nothing! It's probably fine,Check to make sure what you are going to download is cool,"Never ever download anything from the internet, for any reason"
When is it alright to give out personal information online (without talking to a trusted adult)?,Never,When your best friend has given out their information and nothing bad has happened,If your online friend wants to meet you in a public place,If you have been chatting with a friend online for several weeks
Which of these social media sites are safe for kids to use without adult supervision?,None of these,TikTok,Snapchat,Facebook
"If someone is rude or threatening on that internet, that is...",Cyberbullying,Criticism,Nice,Feedback
"If a website asks for permission from a parent before you can use it, what should you do?",Ask your parent or a legal guardian if you can go on that website,"Use the website, your parents won't mind",Use it if your friend is allowed to,Ask your parents and use the website even if they say you can't
Which of the following should a student NOT do online?,Choose a screen name for a video game that includes their full name,Play games they have permission to play,Message their teachers for help with their homework,Watch a YouTube video about galaxies
What should a student NOT do if they are being bullied?,Say mean things back to the person bullying them,Tell a teacher,Report the bullying to their parents,
"If you think your computer has a virus, what should you do?",Tell an adult,Email all of your friends asking for help,Try to fix it yourself,Ignore it! It's probably fine
A stranger sends you a friend request online. What do you do?,Ignore / block the request,Accept the request and send them a message,Ask them how old they are before accepting the request,Accept the request
Your friend asks you for your Minecraft password. What should you do?,Tell your friend that you will not do it and explain why,Give it to your friend if they promise not to share it,Give it to them if they give you their password,Give it to your friend but change your password after they are done
Which is an example of cyber bullying?,Spreading rumors about someone online,Using social media such as Instagram,Sending someone a friend request,Making a post about your pet cat
Someone contacts you online and they say that they are 12. How old are they really?,There is no way to tell,12 years old,13 years old,45 years old
You get an email saying you won a new iPad and need to send some information so they can mail it to you. What should you do?,Tell a trusted adult about the email,Send the email to everyone you know,Give them all the information they want,Email them back to ask for more information
"If you are on a website that seems strange, what should you do?",Close the page and make sure nothing was downloaded,Explore the new page or download,Close the page ,Share the cool new thing you found
"If someone online asks you to tell them how old you are, what should you do?",Do not give them any personal information,Tell them just a little bit about yourself,Tell them everything they want to know,
"If you feel uncomfortable talking to someone online or find something that seems strange, you should:",Tell a trusted adult,Share it with everyone you know,Never use the internet again,Keep talking to that person
Which of the following is a good example of a password?,48204985323904,My dog's name,1234,My name
"If someone creates a social-networking page (such as Instagram) pretending to be you, you should:",Share it with everyone you know,Create your own account,Show it to your friends,Ignore it
Someone who you find cute likes the same things you do. After a few weeks of chatting they ask to meet up. What do you do?,"Do not trust them, they could be lying about who they are","Set up a date at your place, where it is safe",Set up a date in a public area,Keep chatting to learn more about them before meeting up
Who can post things on Instagram?,Anyone with an account,"Anyone, but it is reviewed by Instagram before it is posted",Only official news sites,"Anyone, as long as what they are posting is true"
A friend asks you for your password to an online account so they can use it because they do not have an account. Should you give it to them?,Never,Only if they are a really good friend ,Of course ,Only if they promise not to tell anyone else
You are playing an online game and someone calls you a mean name. What should you do?,Tell a trusted adult,Look up a good insult to respond with,Call them the first mean name that pops into your head,Threaten them
What information is okay to use on the internet?,A username without any personal information,Your real address,Your real name,Your phone number
Which of these are fine to do on the internet?,None of the above,Download games for free when they are supposed to cost money,Download music online for free,Make illegal copies of games or music for friends to use
